RA,Dec,parallax,pm_ra,pm_dec
205.50753408503,28.35202207386,-1.5476,-0.526,-2.431
205.50204009782,28.34272015754,-0.0178,1.304,-3.752
205.50215013977,28.34286268684,,,
205.49837819904,28.33015310668,0.8878,2.525,-2.21
205.52118120418,28.33496379055,-0.9988,-0.549,-3.424
205.5199368162,28.34235360181,0.0469,-0.181,-2.751
205.52608607889,28.33111343229,,,
205.51196924264,28.3336752497,0.0277,-0.369,-1.924
205.52162309451,28.33140851309,,,
205.51933738544,28.33174307847,-1.2899,1.934,-5.612
205.52520572509,28.33334171243,,,
205.51491119927,28.33781305788,-0.2289,0.117,-2.332
205.52130766562,28.33864108839,0.1482,5.402,-15.905
205.51254418108,28.31942202026,,,
205.52597591605,28.3329604979,2.2918,-1.134,-3.275
205.49830870211,28.32737043797,,,
205.51487111222,28.3307898467,1.4951,-1.697,-2.767
205.52243584968,28.33051213689,0.1893,0.166,-2.575
205.51921232185,28.33407488018,,,
205.51032908811,28.349510805,-0.4681,-0.23,-4.155
205.519242188,28.32478385534,,,
205.50707827231,28.33552016552,-6.1831,1.203,-0.867
205.51370956235,28.33809833289,0.4755,0.338,-2.793
205.50709120772,28.33533484804,-0.7483,-0.006,-3.333
205.51088211772,28.34977229803,2.3126,-3.093,-2.064
205.51267608621,28.33829988372,,,
205.51017665967,28.33433778665,-0.0886,0.248,-4.212
205.51588530201,28.32963538957,1.8551,3.854,-5.653
205.50921559211,28.321388395,-2.2228,-4.248,-0.071
205.52700447092,28.33232546542,0.3066,-0.369,-2.797
205.51702460232,28.34092607135,,,
205.52465940577,28.34053929444,,,
205.50473408727,28.34332497973,,,
205.51641108023,28.34697966513,-1.5505,1.037,-3.852
205.52302894721,28.33120913375,,,
205.50542839594,28.34264097425,,,
205.51266080492,28.33574864002,-0.2997,0.633,-2.654
205.51687969411,28.34655641014,,,
205.50703762585,28.31665338947,0.1972,-0.13,-2.425
205.50924673011,28.33631458668,,,
205.50738068145,28.31698532132,,,
205.52446546353,28.33445694582,-0.8874,-5.416,-0.982
205.51957967314,28.3368251835,,,
205.50979735656,28.31451431479,0.0196,1.015,-2.7
205.50415596187,28.32888251837,-0.216,-5.027,-3.443
205.51791721075,28.34650822733,-5.606,-3.215,3.488
205.52216467995,28.33549178958,3.5593,-6.413,-0.312
205.51720428959,28.33299858959,-0.3016,-0.155,-2.574
205.5212385823,28.33124737857,0.5391,-1.072,-2.916
205.50844725263,28.31947147189,0.6854,11.394,-8.321
205.50913816964,28.3500988862,-1.2424,5.427,-5.618
205.49729941516,28.34162589744,-0.2117,-0.41,-2.843
205.50822881219,28.35035968552,-1.344,1.428,-0.924
205.50998483773,28.34040697795,,,
205.51795075649,28.34624829747,3.0363,-7.944,-2.898
205.5090049674,28.34241369159,-0.1117,-0.639,-6.044
205.51791036651,28.34581170655,0.2899,-6.114,-1.063
205.52225683331,28.3363420893,1.9725,0.471,-3.334
205.50734490342,28.35097045671,-8.9105,10.083,-2.877
205.51576078568,28.3402772692,0.2403,-1.807,-1.515
205.46883103315,28.32022593169,1.1377,1.357,-2.701
205.47732490216,28.32954381066,-0.2498,0.416,-2.215
205.45999231036,28.32790450888,-0.0213,-0.098,-2.696
205.47728115047,28.32771281673,-0.5508,0.248,-2.386
205.47160380783,28.3237661533,0.0048,-0.223,-2.519
205.48042313503,28.32957154285,3.2694,3.666,-2.917
205.45677460453,28.33030477435,-0.3211,-0.96,-2.732
205.47917906395,28.32758169948,-0.5402,0.89,-2.223
205.45769865488,28.33075447428,0.6431,1.524,-0.19
205.47039706959,28.33592823271,,,
205.46797832619,28.33183983846,-0.2089,-1.338,-3.165
205.4641605903,28.33632248788,-0.2261,-0.461,-8.172
205.45949902002,28.32721374629,,,
205.47188656893,28.33090830991,,,
205.48050468551,28.33769206345,1.3232,0.916,-1.081
205.44844430279,28.3332230608,-0.0651,0.154,-4.702
205.4811266944,28.32848025293,0.2087,-0.179,-1.787
205.4764215483,28.32751796168,,,
205.47375077574,28.33151715924,,,
205.47353456497,28.3441797174,0.1223,-0.389,-2.808
205.47646692856,28.34415667801,1.8327,2.851,-3.301
205.46513633426,28.34287799596,0.2784,-0.134,-2.459
205.46891965876,28.32163694636,0.3626,-0.072,-2.456
205.45718660885,28.32741764299,0.0339,0.023,-2.646
205.46806648143,28.33454156622,,,
205.47846733351,28.33129655261,,,
205.4819191098,28.33299941932,,,
205.44822356633,28.33477308685,,,
205.4744665577,28.34194783152,-3.0019,7.74,-3.993
205.46880639845,28.33593206521,0.109,0.543,-2.781
205.47745949601,28.33896213286,,,
205.47624469932,28.3302362479,0.5693,0.755,-2.1
205.46283490388,28.34059326672,0.6475,0.872,-2.562
205.46364902676,28.33574204873,-0.2235,0.332,-2.478
205.46105327604,28.34656193906,,,
205.47735535166,28.33853972422,0.3036,0.244,-2.226
205.4607674353,28.3464117411,1.7995,3.297,-3.922
205.46396916101,28.32398313702,0.4316,0.631,-3.968
205.45200378982,28.33210418062,-0.5782,1.348,-2.743
205.47635427169,28.33927059459,1.7912,0.573,-4.709
205.45793270891,28.32338286591,-0.3374,-0.352,-3.089
205.48125330212,28.33662556957,-0.0516,0.002,-2.769
205.4574097707,28.32677874156,-0.2559,-0.275,-3.021
205.47764929689,28.32688095208,0.7176,1.367,-2.518
205.46985450491,28.34057353126,0.3798,-1.628,-9.014
205.4683303843,28.32245332435,-0.5386,0.78,-2.195
205.48251545517,28.33810848429,0.4713,-0.807,-2.418
205.45902073807,28.32665510873,-0.0774,-0.512,-2.605
205.469881249,28.3219719094,-0.3646,-0.837,-3.06
205.45944268795,28.34520211548,0.1367,-0.151,-2.673
205.45815313522,28.34343182881,0.1336,0.659,-2.668
205.47097875762,28.3242338767,,,
205.47088734205,28.32351750424,,,
205.46165016225,28.34682791255,1.9862,2.316,-1.52
205.46796535165,28.32568697656,-1.0325,1.075,-3.066
205.47430327824,28.32111878712,-0.1884,-0.54,-2.672
205.46658354878,28.33111916482,-0.2905,-4.016,-4.513
205.47653904805,28.32869643131,0.3824,1.829,-7.6
205.46734793096,28.35151951958,-0.9039,-0.642,-3.122
205.45465991503,28.3411365279,-1.0861,0.796,-4.718
205.48401834763,28.33196917499,-1.3076,0.86,-3.688
205.4653527104,28.32579483777,-0.0803,-0.875,-3.096
205.4580240133,28.32884355823,-0.3685,0.431,-2.794
205.47307740963,28.32255849479,0.747,0.778,-2.993
205.47038371466,28.35031959069,-0.6059,0.919,-2.508
205.4836584729,28.3371536598,-0.6171,0.102,-2.263
205.46469953031,28.33366738415,-1.289,0.169,-2.964
205.48336688518,28.33745493271,-0.2526,2.132,-2.15
205.46034273483,28.33018910739,,,
205.47102030258,28.32580605376,0.1956,0.456,-3.665
205.44942318764,28.33235602082,0.8002,2.534,-0.134
205.47881966165,28.33567370459,-0.9886,-2.042,-1.514
205.47478092453,28.32422976325,0.8706,0.702,-2.027
205.46367224022,28.32238199507,0.1437,0.464,-3.197
205.45864725974,28.32598581306,1.6219,-0.47,-0.77
205.45727614288,28.32621940525,0.3823,0.304,-2.679
205.47492625345,28.32480805897,-0.4295,-1.651,-0.414
205.47355500623,28.3202909411,0.2553,-0.812,-2.085
205.46590020785,28.32901709693,-1.4864,-0.519,-2.25
205.45509035492,28.32372246552,-1.9194,-1.836,-7.278
205.47307278827,28.32042420292,-0.519,-1.331,-0.797
205.46524472793,28.32703909009,1.0087,1.84,-2.721
205.44703872548,28.33422983736,-0.1059,1.301,-5.057
205.46733728114,28.35198523329,-0.0669,3.814,-2.167
205.46266258545,28.32845160824,-0.283,-1.014,-0.495
205.46952541281,28.35184110843,0.1764,0.172,-3.166
205.46702438822,28.33901297132,0.6286,0.239,-3.052
205.46460142313,28.32643105715,,,
205.47814001444,28.33383631935,-2.1782,-0.215,-11.004
205.4684377153,28.35236529058,-0.2713,1.571,-3.075
205.46865109268,28.33499025971,1.9147,4.163,-3.555
205.47541311493,28.3292199152,-0.9797,2.576,-5.618
205.47672934722,28.33101583396,1.0E-4,0.499,-2.342
205.46253591981,28.33969059639,0.8829,-0.547,-2.777
205.47930445252,28.34069012174,-1.6309,-0.734,-1.943
205.46856480549,28.32849327713,-0.4934,-1.066,-2.636
205.47288674775,28.33790995733,-0.2802,-2.403,-1.841
205.45468467726,28.32865733464,-0.1526,-0.174,-2.768
205.4728932947,28.33515427318,0.7344,0.002,-3.775
205.47063144285,28.32512863924,-1.1869,-0.179,-4.045
205.46555327503,28.32300498196,-0.5135,-0.222,-3.549
205.46836026043,28.32010053128,-0.0699,-0.351,-2.739
205.45814068519,28.32114114683,2.8444,7.572,1.267
205.47200306416,28.33694991497,,,
205.4735569704,28.32940272277,,,
205.48185631064,28.3367793122,0.7588,0.824,-3.389
205.46426422708,28.3260626497,0.1148,-1.132,-3.999
205.47290181695,28.32998402818,0.311,-0.765,-3.09
205.47322356005,28.33489438667,-1.2578,-3.165,-3.714
205.47401210504,28.33372566261,-1.0802,0.608,-1.8
205.45297006582,28.33400436903,-0.0251,-0.356,-2.658
205.4503455706,28.32877301803,-0.693,0.362,-2.36
205.45421393698,28.33015361814,-0.1228,1.825,-2.77
205.44740494651,28.33213306839,-0.4585,-0.168,-2.888
205.47885716029,28.3325156551,1.1482,1.759,-2.141
205.45951891206,28.33031030406,-0.5441,0.664,-3.351
205.45555015914,28.32692411415,-0.0206,0.451,-2.505
205.45746007557,28.32872699375,0.4752,-0.701,-2.331
205.47720280648,28.3287199676,0.1613,0.163,-2.611
205.45863466593,28.32210975652,0.265,-0.395,-3.502
205.47808791857,28.33102912147,-0.0433,-0.386,-2.435
205.47128454733,28.34678228535,,,
205.4566681099,28.33717414619,0.2951,0.419,-3.275
205.46294238587,28.33722758129,-0.0447,-0.036,-2.705
205.45444020038,28.33737771303,-1.1972,0.044,-2.961
205.46877809024,28.33824598454,-1.512,0.708,-2.512
205.45291965508,28.33883364171,-1.1628,1.224,-3.245
205.46435201376,28.339356917,-0.5568,-0.073,-1.962
205.47453301994,28.32667863142,-0.1487,0.323,-2.169
205.46528810412,28.34597606845,-0.2252,-0.546,-3.402
205.48204255667,28.33965953139,-0.6757,-0.939,-1.654
205.46635986723,28.34778265431,1.2132,-1.336,0.496
205.45314264417,28.33657062167,0.233,0.855,-2.45
205.48223555631,28.33586685878,,,
205.45891329624,28.32113760275,0.193,-0.702,-2.897
205.4586056679,28.32161784152,0.0908,-2.255,0.884
205.45237901331,28.33433886344,-0.8314,-2.895,-4.82
205.47685878799,28.34378395169,,,
205.47356986676,28.33796295967,,,
205.46663992431,28.34729895769,1.2917,-1.52,-0.313
205.47215230824,28.34408627208,,,
205.47290700167,28.34102929937,-0.5218,2.299,-1.822
205.46062133666,28.34554065813,0.2009,0.264,-3.073
205.47015770886,28.32640063885,-0.4384,0.034,-2.699
205.46535509654,28.34966693977,-0.0093,-0.138,-2.715
205.47217380551,28.32857950367,1.0903,0.992,-2.202
205.47060288566,28.33247961931,0.6561,1.643,-3.829
205.45048074526,28.32965470752,-0.2388,0.192,-3.081
205.46534671215,28.33607100266,,,
205.47180589938,28.3322747252,1.4224,-3.857,-3.186
205.46682392548,28.35397049048,,,
205.45266009527,28.34077787975,0.7249,2.449,-5.613
205.47671602962,28.33384874851,0.1263,0.476,1.18
205.45448802334,28.34066656804,-0.0666,0.127,-2.71
205.4743299338,28.34537720784,-0.3643,-0.035,-2.258
205.4530233974,28.34048137374,-0.1547,-1.526,-3.369
205.45721335693,28.34142169442,-0.0273,0.028,-2.658
205.45864291142,28.33973650566,-1.6271,-1.946,-2.511
205.45893893642,28.3397794422,-1.0631,0.076,-5.486
205.47218970414,28.34668530382,0.6149,0.406,-2.523
205.45592035001,28.34445659771,-0.0409,-1.665,-3.958
205.4570473792,28.34337020737,8.5826,-10.846,-5.592
205.46894690997,28.34074489659,1.1157,-0.073,-2.468
205.45873745633,28.34225211632,-0.0848,-0.641,-2.45
205.45888199773,28.34252305876,-0.3869,1.381,-3.142
205.4660892985,28.35352792968,-0.2289,-2.107,3.52
205.46125849853,28.3441225837,0.171,0.944,-2.857
205.46032701435,28.33299332207,0.0535,-0.449,-2.612
205.46842287057,28.34142309729,-0.5589,-0.246,-2.257
205.46600706389,28.3483924031,-0.1883,0.381,-2.418
205.46593154639,28.35216090884,,,
205.45684111755,28.32857988161,-3.0393,-3.241,-0.546
205.45616092697,28.33463209919,-0.177,0.606,-2.696
205.46843099043,28.33758239306,,,
205.45133293899,28.32888533484,-0.5309,0.163,-2.296
205.47050783824,28.34391815543,1.0221,4.574,-4.914
205.47507585813,28.32188425992,-0.5739,2.313,-1.49
205.46924887349,28.34730744419,-0.2569,-1.368,-0.613
205.45843351287,28.3466869738,-0.4985,-0.378,-2.767
205.47063055915,28.33907945351,0.0551,0.391,-2.98
205.45220798354,28.34005645342,1.0154,2.036,-2.958
205.46128612995,28.34549452051,-0.377,-0.461,-2.685
205.4712528045,28.33543143286,1.6899,-5.541,-1.016
205.47530581105,28.34557801538,0.3245,2.405,-2.141
205.46748535521,28.35261392936,-4.0765,0.714,-5.389
205.4630185497,28.34779273155,-1.8143,0.145,-2.252
205.46382818459,28.34849792754,0.0801,0.506,-3.007
205.4645690441,28.34788374886,0.6044,1.185,-2.203
205.46571076409,28.32773861117,,,
205.4640745085,28.34895500058,-0.2431,1.232,-3.814
205.45900479704,28.33212935739,-1.1898,-0.028,-3.276
205.48419092,28.33590305249,-0.6197,-1.286,-2.45
205.45710448564,28.34322766167,,,
205.46673514922,28.31390849969,1.9799,-0.087,0.209
205.45934280013,28.34831844539,,,
205.46027082414,28.34396986472,,,
205.47318079703,28.34700202943,,,
205.47332180733,28.34668562205,-0.0443,1.134,-2.703
205.46483309608,28.31574376969,-0.362,-0.863,-2.938
205.45588180351,28.32993348522,0.7084,-2.165,1.452
205.45479715885,28.33469683035,-1.7809,0.206,-4.097
205.45520807529,28.33231071039,0.1248,-2.38,-3.615
205.46919290228,28.34944158345,0.3025,0.759,-2.757
205.46394210138,28.3518071437,-1.9613,1.777,-6.483
205.45586472235,28.33963568033,0.8061,1.199,-3.362
205.47145977255,28.34848670385,0.2009,0.042,-2.49
205.46387609599,28.34563479709,0.0369,2.152,0.534
205.46052471642,28.32375219944,-1.8974,2.217,-2.807
205.46310541076,28.34706097648,0.9072,-1.344,-3.355
205.46229803185,28.31859079257,0.2639,-0.37,-2.081
205.46046476977,28.31849892474,-1.0003,0.14,-1.674
205.46400375746,28.34407336894,-2.7593,-0.818,-1.189
205.47085197355,28.3492107167,0.0596,0.047,-2.595
205.46905074288,28.32681808815,1.2135,1.098,2.717
205.45840560133,28.32417655819,-1.9927,4.512,-4.502
205.46561901429,28.35438641501,-0.0798,-0.21,-1.781
205.4585542814,28.32395886084,,,
205.45907015956,28.3240407629,,,
205.47334633686,28.33974096461,-1.1354,-1.199,-1.767
205.47802428048,28.34252208596,0.38,-0.449,-2.698
205.47902127854,28.34241202041,,,
205.47751505643,28.33400462881,0.5397,0.201,-2.612
205.46565900385,28.33477701414,,,
205.4731372255,28.34727727186,-6.3085,1.742,-6.178
205.46221413663,28.32689529525,-0.9217,-0.234,-4.76
205.4587785,28.33859755951,,,
205.45684643182,28.34469832426,-2.0692,1.204,-2.14
205.46769791476,28.31428345862,-0.0282,-0.621,-2.927
205.46667870746,28.31586846574,,,
205.46594505034,28.34393267167,0.7458,0.356,-3.265
205.46899888174,28.34246626685,,,
205.46915150034,28.34267075303,-0.2921,0.133,-2.788
205.45852642909,28.32806332625,,,
205.46864981854,28.34259719558,-4.7227,2.37,-8.439
205.4649239169,28.3515143939,,,
205.47595847642,28.33199848672,-0.316,-0.001,-2.315
205.46387069532,28.34801485376,,,
205.45470966212,28.34350013938,-0.3194,3.717,-2.977
205.4551417917,28.34321461312,-1.2896,0.171,-3.508
205.47281347173,28.33045526563,-1.024,1.883,-7.449
205.48566546572,28.33460445829,0.0986,1.0,-3.504
205.45646901774,28.32829969665,-1.0132,-0.905,-0.851
205.47281488253,28.34195398374,0.459,0.189,-3.103
205.45903586943,28.34189168232,-0.1328,0.557,-3.652
205.46675672748,28.34882305631,-0.7096,0.821,-2.632
205.48425728501,28.33513954047,0.1093,-0.248,-2.788
205.47844643037,28.34337211719,-1.6981,0.923,-3.097
205.47315106697,28.33274943099,-0.5371,-0.034,-1.165
205.46928200636,28.33236412647,-0.1902,-0.323,-2.629
205.46716342777,28.34537357761,-0.8216,-2.135,-2.232
205.4667515279,28.34684162597,0.5542,3.382,-2.048
205.47453740029,28.33428818339,0.821,-0.591,-5.461
205.44698139433,28.33210453699,0.3116,3.693,-1.521
205.4696169493,28.34390696,-0.8818,0.418,-2.361
205.45815507749,28.33415744218,0.3416,0.356,-2.655
205.47447196882,28.34677911849,,,
205.4675943784,28.3462404604,-0.3336,0.132,-2.525
205.46989276027,28.33264995319,-0.3546,-0.514,-2.319
205.48608450362,28.33407429466,-0.8807,2.079,-5.039
205.47902712129,28.34134009949,0.0065,-5.345,-1.086
205.45728696981,28.32163217092,0.7355,-0.652,-1.752
205.47896719986,28.34161001267,1.1242,-1.777,-2.026
205.46604966324,28.33428843095,-0.1638,-0.136,-2.868
205.47424710813,28.34652413266,,,
205.47434997234,28.33801433201,,,
205.4774743663,28.32385839863,-0.7478,-0.123,-1.758
205.46969774005,28.33792736499,0.0321,2.545,-2.873
205.47088813447,28.34650162453,,,
205.47433013585,28.33138490421,0.1478,-0.14,-2.705
205.46431314229,28.32983930037,0.0897,-0.18,-2.522
205.47900896807,28.34071309133,-0.115,0.207,-1.915
205.47838085398,28.32447483103,1.6541,0.035,-0.652
205.48020155684,28.34048336045,0.0709,-0.011,-2.868
205.48006740172,28.34016868713,1.7752,4.23,-2.173
205.47929636506,28.32531420718,,,
205.45115522056,28.33802923164,-1.3659,1.171,-3.542
205.4647750147,28.33296231459,0.4692,0.109,-2.806
205.47927176735,28.32629454358,-0.0835,-0.186,-2.317
205.48134548712,28.33160152903,2.5472,1.785,-0.398
205.47396521039,28.32418841927,,,
205.47496254605,28.32665214218,-0.3622,0.377,-2.381
205.4789031889,28.32812334819,1.1204,1.607,-2.192
205.46222945617,28.34435842977,,,
205.46665146132,28.32407870352,,,
205.46398383172,28.34076314452,,,
205.46108559118,28.34081350113,,,
205.47179149774,28.34199897853,0.0821,-0.123,-2.532
205.4631416192,28.32415985404,0.5393,-4.517,-0.922
205.47695615444,28.32544895348,-0.8878,0.351,-3.376
205.46901139874,28.33617069631,-0.2301,0.092,-2.918
205.46696718338,28.33952477966,-0.0103,-0.518,-2.873
205.45441555738,28.33434832344,,,
205.48314590657,28.33369702909,,,
205.48132185067,28.33446043601,-2.179,2.872,-3.996
205.477159864,28.33468504859,0.2519,0.494,-2.457
205.48345936486,28.3342278917,0.1993,0.173,-2.762
205.48301099336,28.33235150477,-0.3571,-0.787,-2.354
205.47533971,28.34614084973,-0.3703,-0.13,-2.38
205.46665402384,28.33874385348,-0.2581,0.919,-3.107
205.46725243162,28.34995145023,-0.0231,-0.289,-2.457
205.4694517696,28.35154280253,0.1226,0.331,-2.775
205.46502644302,28.34575715456,0.5169,-0.328,-1.942
205.47618316505,28.34009965219,0.3324,-0.477,-2.393
205.4596580979,28.33458616891,-2.004,3.1,-4.266
205.47393591823,28.3364666735,-0.332,3.658,-5.506
205.46334025038,28.34017925824,-1.5504,-0.646,-5.577
205.47156236425,28.33814908302,0.0421,-0.442,-3.37
205.47256948626,28.34795603909,-0.0259,0.1,-2.553
205.47774264216,28.3356546434,-0.0577,-0.135,-1.265
205.47170776204,28.34892459024,-0.2527,0.184,-2.442
205.47474402138,28.33847950608,-0.2006,0.064,-3.67
205.45794754869,28.32353473816,1.7866,-1.295,-3.413
205.48088736719,28.33600448843,0.2256,-0.735,-2.794
205.47446352757,28.3388880863,-1.128,2.478,-1.851
205.4576084584,28.33838072067,0.0992,-2.994,1.777
205.48641795243,28.33367478348,0.21,0.515,-3.093
205.48261366604,28.33539666902,0.4007,0.205,-2.94
205.47853688829,28.33574788689,-1.5149,2.841,3.441
205.46784031961,28.3452084799,-0.289,1.268,-3.1
205.46673469378,28.34125499425,0.0959,1.251,-2.591
205.46319527246,28.34917926904,0.3644,1.768,-2.854
205.47538445662,28.33389176531,-0.066,-1.246,-3.037
205.4694748273,28.33532311067,,,
205.47048930368,28.32841521203,0.1809,-1.625,-2.187
205.47043817641,28.34212111158,-1.4692,0.435,0.341
205.48296261927,28.33363242147,-0.0123,-2.113,-2.11
205.46310310315,28.33037252593,0.7343,-0.028,-3.956
205.45845984553,28.33274384589,0.375,-2.514,-23.198
205.4598162366,28.32318562052,0.8418,0.915,-2.015
205.45302797171,28.3354983629,-0.5419,-0.301,-2.48
205.47315323464,28.32665122698,-0.1844,-0.982,-1.404
205.4678926806,28.31956323991,-0.6324,-0.46,-3.447
205.45822408419,28.33690168731,,,
205.46468507754,28.35029418617,0.3443,-0.768,-0.809
205.46431111042,28.33288554324,0.044,-0.439,-2.044
205.46375765075,28.32359290231,-0.0984,1.517,-2.729
205.46293610507,28.33493471149,-0.0391,-0.04,-2.695
205.47365703149,28.32604634755,1.1523,3.01,0.896
205.48008314798,28.32716569522,1.3654,-3.523,-1.763
205.49665569775,28.35961137004,,,
205.48591701003,28.34646279913,-0.8079,-0.903,-2.374
205.50213512548,28.35430037236,,,
205.49571180255,28.35258739987,,,
205.48063327254,28.36672144771,-0.0042,0.246,-2.958
205.48830355802,28.36058072534,,,
205.49515772931,28.35819538276,-0.0985,-0.022,-2.55
205.49018523584,28.35968556031,-0.423,-0.676,-2.127
205.49498994288,28.35886555844,,,
205.49482447083,28.35856782608,-6.8417,-3.63,-2.711
205.50491079989,28.35874605844,,,
205.48784334268,28.36134867218,-1.1604,0.107,-2.48
205.50522024919,28.35103399675,,,
205.48791231251,28.3609420749,,,
205.4830224583,28.36657716602,-0.5049,4.261,2.636
205.50510093029,28.35558849504,,,
205.48327690078,28.36648634971,-0.7168,-2.796,-2.221
205.50341003098,28.35691624056,-0.8296,2.666,-4.349
205.48354798807,28.3661731979,-0.6623,-0.077,-6.78
205.49147419403,28.33951679591,0.0165,-0.035,-3.143
205.48295468424,28.36595197357,1.6577,3.954,-7.11
205.48555631061,28.33743948265,,,
205.48307765391,28.36619529402,0.602,4.091,-3.345
205.49126992051,28.33842454394,,,
205.47366130239,28.3522889559,-0.2168,1.481,-3.265
205.49937384913,28.36067486906,0.3084,2.976,1.054
205.48758310135,28.35984588015,0.7933,0.682,-2.819
205.48560957825,28.35648122648,,,
205.49775826894,28.355028226,,,
205.48887820363,28.35832162024,-2.1474,0.955,-9.4
205.49300928781,28.36448994949,,,
205.47159253017,28.35897458242,-0.1684,-0.662,-3.353
205.48560498651,28.34671507782,0.5225,-0.257,-2.184
205.4925970103,28.34103561957,-0.2006,0.727,-0.464
205.48561252205,28.3509198151,0.0916,0.877,-2.609
205.48558655166,28.36697580135,0.4631,1.387,-6.796
205.48196213801,28.36603248775,-0.3094,1.879,-3.975
205.49760283513,28.36353718016,,,
205.50881531437,28.35414874425,2.9672,-1.507,-1.757
205.48756594737,28.36041162798,0.069,1.214,-3.386
205.48362501707,28.35138431044,,,
205.48955482954,28.37456379154,-0.5904,1.276,-2.71
205.48641137623,28.35291089077,,,
205.4943480067,28.34299913355,-0.2678,-0.174,-2.242
205.48544336739,28.35461929062,,,
205.48403667,28.34894317436,,,
205.50234321092,28.35801628138,,,
205.47835192917,28.35441149159,-0.0408,-0.233,-1.965
205.480543751,28.36352933353,-0.3519,0.494,-2.724
205.486378538,28.35071749629,-2.4017,-0.849,-0.349
205.50498306945,28.35292742669,-0.0377,-2.387,-0.865
205.47918465858,28.34970447991,0.2077,-0.436,-3.152
205.48977275324,28.336070442,0.6806,1.222,-2.005
205.49264896026,28.33820001906,0.2532,-0.49,-1.409
205.49595087557,28.34233693763,-0.1451,-0.038,-3.098
205.49184067159,28.34994948904,,,
205.50166237601,28.3574533883,-1.3182,0.292,-2.568
205.48479650343,28.34359696801,-1.5896,-1.173,-2.047
205.49115484256,28.36860331347,-0.0064,3.067,-0.362
205.49642209599,28.34632246899,-1.1047,0.079,-3.326
205.50045563079,28.34951743154,,,
205.48768751492,28.36422522472,0.1101,0.904,-2.11
205.49851993898,28.35603236041,-0.0923,-0.171,-2.203
205.50891776925,28.35492421997,-0.0996,-0.266,-2.349
205.49713986823,28.36605653038,0.0986,0.819,-3.374
205.49623668409,28.36050343443,0.3679,0.375,-3.51
205.48855378844,28.34996305737,0.0364,0.876,-2.859
205.47778425099,28.35413750954,-1.6216,-0.668,-2.776
205.48844845607,28.34643116675,-0.4431,-0.164,-1.975
205.49879112761,28.34499844343,0.1293,-0.54,-2.313
205.50381834785,28.35757216558,,,
205.5033085014,28.3574452048,-0.9347,-1.033,-2.672
205.47827492523,28.3641759249,0.0115,0.575,-2.773
205.49832123199,28.34642219369,-1.2001,0.019,-3.415
205.48520556517,28.36506774499,-0.277,0.172,-2.949
205.48482601536,28.36505272074,,,
205.49065619192,28.34590522462,,,
205.49660296949,28.34811332624,-0.86,-0.372,-2.294
205.49053020337,28.34560637222,0.4539,4.596,-6.083
205.49173198327,28.36864144102,0.7493,-0.406,-2.638
205.49198550323,28.3683797384,0.6813,0.438,-3.704
205.48146447999,28.34899958459,-0.6282,-1.101,-2.56
205.48497366655,28.34496083,0.185,-0.06,-2.831
205.48868556403,28.36237314174,,,
205.49454748982,28.35249150553,0.4565,0.69,-3.248
205.49517061611,28.35950935207,-0.7265,-3.083,-4.911
205.48983334411,28.36240699595,0.0078,0.103,-4.074
205.48824387267,28.36387800797,-0.1461,0.622,-2.756
205.48478120549,28.345491087,0.9485,1.456,-3.884
205.49185230175,28.34817299062,-0.1856,2.971,-2.94
205.48663153915,28.34696136981,-0.0601,1.268,-3.389
205.48707067979,28.34667991533,0.7246,0.106,-3.505
205.49101606937,28.35920430205,-1.9655,3.572,4.261
205.47375606262,28.35179611906,-0.0433,1.912,-1.08
205.48320691425,28.33975979739,-0.2605,-0.229,-2.394
205.50009120984,28.3555107353,0.519,-0.846,-2.347
205.50031733974,28.3552274662,-0.3589,1.97,-1.977
205.50366097292,28.35402393545,0.1433,0.308,-2.706
205.47420334848,28.36211474883,-0.3234,1.55,-2.995
205.48943833108,28.34894706391,0.6087,0.738,-2.42
205.49033014993,28.3491685002,,,
205.48352255147,28.34868665734,-0.5679,-1.014,-0.501
205.48323645598,28.34849801635,,,
205.49094131434,28.34926551834,0.467,0.886,-3.276
205.48473537322,28.36244267892,-1.2858,0.111,-2.05
205.49097802064,28.34684844408,-1.8636,0.587,-2.609
205.48454558523,28.36261655258,,,
205.4944146392,28.34425560257,-0.7917,-1.621,-3.211
205.4991963485,28.35552233997,-0.1917,0.09,-2.963
205.50713308562,28.35392506747,-1.6761,-12.675,3.712
205.50580786928,28.35268640587,0.1306,1.956,-2.756
205.50161997212,28.35723050158,0.4613,-0.473,-2.884
205.47226591167,28.355677832,-3.1453,-6.941,-14.628
205.46847880164,28.35679511906,-0.1564,0.696,-2.684
205.49329373954,28.3449309665,-0.0822,-0.622,-2.524
205.49621813247,28.34677498718,0.0599,-0.212,-3.012
205.49586295329,28.36167032846,1.2514,4.236,-5.776
205.49319033171,28.34460041927,0.3358,-0.611,-2.795
205.49082121837,28.36056772602,,,
205.49139901293,28.36107964971,0.6338,1.094,-2.303
205.49182588733,28.34532139987,-0.1126,1.046,-2.88
205.49088061371,28.35646344423,-1.5166,-3.347,-2.23
205.50385051297,28.3581019164,0.3207,0.538,-3.795
205.49333208526,28.36303546324,1.0546,0.973,-3.072
205.49461726135,28.34602778117,-0.0732,-0.007,-2.727
205.48975667102,28.36979567391,-0.991,-0.321,-2.494
205.49959232934,28.35266665261,0.5992,1.918,-2.486
205.47799883338,28.36174519178,0.5413,-0.674,-3.103
