Gm-Gm_1,dGm
0.25699997,dGm
0.36400032,dGm
0.042999268,dGm
0.26799965,dGm
-0.016000748,dGm
-0.2480011,dGm
0.11800003,dGm
-0.112999916,dGm
0.13199997,dGm
0.4989996,dGm
0.927001,dGm
0.017999649,dGm
-0.07900047,dGm
0.2880001,dGm
0.122000694,dGm
-0.09700012,dGm
-0.9209995,dGm
0.2470007,dGm
0.058000565,dGm
0.060998917,dGm
0.37900066,dGm
0.63699913,dGm
0.33300018,dGm
-0.45899963,dGm
0.4130001,dGm
0.1420002,dGm
0.43900013,dGm
-0.013999939,dGm
-0.11199951,dGm
0.21000004,dGm
0.16399956,dGm
0.12699986,dGm
0.15400028,dGm
0.19799995,dGm
0.21899986,dGm
0.5420017,dGm
0.038000107,dGm
0.013999939,dGm
0.22599983,dGm
0.21000004,dGm
0.028999329,dGm
0.3359995,dGm
-0.21299934,dGm
0.7040005,dGm
0.16899967,dGm
0.23600006,dGm
0.0909996,dGm
-0.533,dGm
-0.13400078,dGm
0.059000015,dGm
0.24800014,dGm
0.09700012,dGm
0.07700062,dGm
0.3770008,dGm
0.31200027,dGm
0.3340006,dGm
-1.2580004,dGm
-0.09500027,dGm
0.19999981,dGm
0.7939997,dGm
0.2510004,dGm
,dGm
0.3249998,dGm
-0.9239998,dGm
0.5400009,dGm
0.40000153,dGm
-0.5300007,dGm
-0.23999977,dGm
0.11999893,dGm
0.26000023,dGm
0.17000008,dGm
0.38000107,dGm
0.20999908,dGm
0.6500015,dGm
0.25,dGm
0.030000687,dGm
-1.1740017,dGm
0.651001,dGm
0.29300022,dGm
0.30999947,dGm
0.18999863,dGm
-0.40000153,dGm
-0.6099987,dGm
-0.29000092,dGm
0.62999916,dGm
0.25999832,dGm
0.43999863,dGm
0.7099991,dGm
-0.48000145,dGm
0.6799984,dGm
0.39999962,dGm
-0.20999908,dGm
-0.050001144,dGm
-0.289999,dGm
0.01999855,dGm
0.21999931,dGm
0.14999962,dGm
0.19000053,dGm
0.5699997,dGm
0.1800003,dGm
0.38000107,dGm
0.060001373,dGm
0.02599907,dGm
0.2800007,dGm
0.13000107,dGm
0.30999947,dGm
0.2800007,dGm
0.44000053,dGm
0.19000053,dGm
0.52000046,dGm
0.23099995,dGm
0.21999931,dGm
0.13999939,dGm
-0.27000046,dGm
-0.30000114,dGm
0,dGm
1.5100002,dGm
0.21999931,dGm
0.6399994,dGm
0.21999931,dGm
1.1700001,dGm
-0.2819996,dGm
0.39999962,dGm
0.010000229,dGm
0.25,dGm
0.30999947,dGm
0.42000008,dGm
0.1970005,dGm
-0.076999664,dGm
0.5300007,dGm
-1.3549995,dGm
0.18999863,dGm
0.21999931,dGm
0.14999962,dGm
0.14999962,dGm
-0.37000084,dGm
-0.069999695,dGm
-0.23999977,dGm
0.2800007,dGm
0.539999,dGm
0.3899994,dGm
0.47999954,dGm
0.45000076,dGm
0.12999916,dGm
0.6800003,dGm
0.5799999,dGm
0.21000004,dGm
-0.19000053,dGm
0.84000015,dGm
0.23999977,dGm
0.39999962,dGm
0.42000008,dGm
0.29000092,dGm
0.2800007,dGm
,dGm
0.3899994,dGm
0.7749996,dGm
0.8840008,dGm
0.87799835,dGm
0.11899948,dGm
1.0960007,dGm
0.3199997,dGm
0.17300034,dGm
0.069999695,dGm
0.9660015,dGm
0.06499863,dGm
0.82099915,dGm
0.25,dGm
0.3560009,dGm
0.5979996,dGm
0.01199913,dGm
0.33099937,dGm
0.74300003,dGm
0.12199974,dGm
0.40800095,dGm
0.5440006,dGm
0.19399834,dGm
-0.19999886,dGm
0.22299957,dGm
0.13199997,dGm
0.23399925,dGm
0.6140003,dGm
-0.28899956,dGm
-0.23999977,dGm
0.24099922,dGm
1.0980015,dGm
